created_on,name,schema_name,is_builtin,is_aggregate,is_ansi,min_num_arguments,max_num_arguments,arguments,description,catalog_name,is_table_function,valid_for_clustering,is_secure,secrets,external_access_integrations,is_external_function,language,is_memoizable,is_data_metric
2012-08-01 00:00:00.000 -0700,BITXOR,,Y,N,N,2,3,"BITXOR(NUMBER, NUMBER) RETURN NUMBER, BITXOR(BINARY, BINARY, DEFAULT VARCHAR) RETURN BINARY",returns result of bitwise XOR of integers x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITXORAGG,,Y,Y,N,1,1,BITXORAGG(NUMBER) RETURN NUMBER,Returns the bitwise XOR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITXOR_AGG,,Y,Y,N,1,1,BITXOR_AGG(NUMBER) RETURN NUMBER,Returns the bitwise XOR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_AND,,Y,N,N,2,3,"BIT_AND(NUMBER, NUMBER) RETURN NUMBER, BIT_AND(BINARY, BINARY, DEFAULT VARCHAR) RETURN BINARY",returns result of bitwise AND of integers x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_ANDAGG,,Y,Y,N,1,1,BIT_ANDAGG(NUMBER) RETURN NUMBER,Returns the bitwise AND of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_AND_AGG,,Y,Y,N,1,1,BIT_AND_AGG(NUMBER) RETURN NUMBER,Returns the bitwise AND of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_LENGTH,,Y,N,N,1,1,"BIT_LENGTH(VARCHAR) RETURN NUMBER, BIT_LENGTH(BINARY) RETURN NUMBER",Returns the length of the object in bits,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_NOT,,Y,N,N,1,1,"BIT_NOT(NUMBER) RETURN NUMBER, BIT_NOT(BINARY) RETURN BINARY",returns result of bitwise negation of integer x,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_OR,,Y,N,N,2,3,"BIT_OR(NUMBER, NUMBER) RETURN NUMBER, BIT_OR(BINARY, BINARY, DEFAULT VARCHAR) RETURN BINARY",returns result of bitwise OR of integers x and y,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_ORAGG,,Y,Y,N,1,1,BIT_ORAGG(NUMBER) RETURN NUMBER,Returns the bitwise OR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_OR_AGG,,Y,Y,N,1,1,BIT_OR_AGG(NUMBER) RETURN NUMBER,Returns the bitwise OR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_SHIFTLEFT,,Y,N,N,2,2,"BIT_SHIFTLEFT(NUMBER, NUMBER) RETURN NUMBER, BIT_SHIFTLEFT(BINARY, NUMBER) RETURN BINARY",returns result of arg1 bit-shifted left by arg2 bits,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_SHIFTRIGHT,,Y,N,N,2,2,"BIT_SHIFTRIGHT(NUMBER, NUMBER) RETURN NUMBER, BIT_SHIFTRIGHT(BINARY, NUMBER) RETURN BINARY",returns result of arg1 bit-shifted right by arg2 bits,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_XOR,,Y,N,N,2,3,"BIT_XOR(NUMBER, NUMBER) RETURN NUMBER, BIT_XOR(BINARY, BINARY, DEFAULT VARCHAR) RETURN BINARY",returns result of bitwise XOR of integers x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_XORAGG,,Y,Y,N,1,1,BIT_XORAGG(NUMBER) RETURN NUMBER,Returns the bitwise XOR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BIT_XOR_AGG,,Y,Y,N,1,1,BIT_XOR_AGG(NUMBER) RETURN NUMBER,Returns the bitwise XOR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2024-04-22 13:44:54.691 -0700,BLANK_COUNT,CORE,N,N,N,1,1,BLANK_COUNT(TABLE(VARCHAR)) RETURN NUMBER,Count of column values that are blank.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2024-04-22 13:45:04.919 -0700,BLANK_PERCENT,CORE,N,N,N,1,1,BLANK_PERCENT(TABLE(VARCHAR)) RETURN NUMBER,Percentage of column values that are blank.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2012-08-01 00:00:00.000 -0700,BOOLAND,,Y,N,N,2,2,"BOOLAND(NUMBER, NUMBER) RETURN BOOLEAN",returns result of logical (Boolean) AND of x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BOOLAND_AGG,,Y,Y,N,1,1,BOOLAND_AGG(NUMBER) RETURN BOOLEAN,Returns the logical (boolean) AND of a column. Null values are ignored.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BOOLNOT,,Y,N,N,1,1,BOOLNOT(NUMBER) RETURN BOOLEAN,returns result of logical (Boolean) NOT of x,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BOOLOR,,Y,N,N,2,2,"BOOLOR(NUMBER, NUMBER) RETURN BOOLEAN",returns result of logical (Boolean) OR of x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BOOLOR_AGG,,Y,Y,N,1,1,BOOLOR_AGG(NUMBER) RETURN BOOLEAN,Returns the logical (boolean) OR of a column. Null values are ignored.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BOOLXOR,,Y,N,N,2,2,"BOOLXOR(NUMBER, NUMBER) RETURN BOOLEAN",returns result of logical (Boolean) XOR of x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BOOLXOR_AGG,,Y,Y,N,1,1,BOOLXOR_AGG(NUMBER) RETURN BOOLEAN,Returns the logical (boolean) XOR of a column. Null values are ignored.,,N,N,,,,N,SQL,N,N
2024-10-28 08:24:56.011 -0700,BULK_PROCESS_DOCUMENT,ML,N,N,N,1,1,BULK_PROCESS_DOCUMENT(VARCHAR) RETURN VARCHAR,user-defined function,SNOWFLAKE,N,N,N,,,N,SQL,N,N
2024-10-28 08:24:55.780 -0700,BULK_PROCESS_DOCUMENT,ML,N,N,N,6,6,"BULK_PROCESS_DOCUMENT(VARCHAR, VARCHAR, VARCHAR, VARCHAR, VARCHAR, VARCHAR) RETURN VARCHAR",user-defined function,SNOWFLAKE,N,N,N,,,N,SQL,N,N
2024-10-28 08:24:55.894 -0700,BULK_PROCESS_DOCUMENT,ML,N,N,N,2,2,"BULK_PROCESS_DOCUMENT(VARCHAR, VARCHAR) RETURN VARCHAR",user-defined function,SNOWFLAKE,N,N,N,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CASE,,Y,N,Y,3,-1,CASE(ANY) RETURN ANY,Evaluates the list of conditions and returns the result,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CAST,,Y,N,Y,1,1,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CBRT,,Y,N,N,1,1,CBRT(FLOAT) RETURN FLOAT,Compute the cubic root of the input expression.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CEIL,,Y,N,Y,1,2,"CEIL(NUMBER, DEFAULT NUMBER) RETURN NUMBER, CEIL(FLOAT, DEFAULT FLOAT) RETURN FLOAT",round to the nearest integer not smaller than input,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CHAR,,Y,N,N,1,1,CHAR(NUMBER) RETURN VARCHAR,Convert an ASCII or Unicode code into a single character,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CHARINDEX,,Y,N,Y,2,3,"CHARINDEX(VARCHAR, VARCHAR, DEFAULT NUMBER) RETURN NUMBER, CHARINDEX(BINARY, BINARY, DEFAULT NUMBER) RETURN NUMBER","Returns the position of the needle in the haystack, optionally from a given index",,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CHECK_JSON,,Y,N,N,1,1,CHECK_JSON(VARCHAR) RETURN VARCHAR,Checks JSON for errors,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CHECK_XML,,Y,N,N,1,2,"CHECK_XML(VARCHAR) RETURN VARCHAR, CHECK_XML(VARCHAR, BOOLEAN) RETURN VARCHAR",Checks XML for errors,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CHR,,Y,N,N,1,1,CHR(NUMBER) RETURN VARCHAR,Convert an ASCII or Unicode code into a single character,,N,N,,,,N,SQL,N,N
2024-07-22 11:26:42.700 -0700,CLASSIFY_TEXT,CORTEX,N,N,N,2,2,"CLASSIFY_TEXT(VARCHAR, ARRAY) RETURN VARIANT",user-defined function,SNOWFLAKE,N,N,Y,,,N,EXTERNAL,N,N
2012-08-01 00:00:00.000 -0700,COALESCE,,Y,N,Y,2,-1,"COALESCE(ANY, ANY) RETURN ANY",returns the first non-null expression among its arguments,,N,N,,,,N,SQL,N,N
2024-02-05 07:42:12.047 -0800,COMPLETE,CORTEX,N,N,N,3,3,"COMPLETE(VARCHAR, ARRAY, OBJECT) RETURN OBJECT",user-defined function,SNOWFLAKE,N,N,Y,,,N,EXTERNAL,N,N
2024-02-05 07:42:11.968 -0800,COMPLETE,CORTEX,N,N,N,2,2,"COMPLETE(VARCHAR, VARCHAR) RETURN VARCHAR",user-defined function,SNOWFLAKE,N,N,Y,,,N,EXTERNAL,N,N
2012-08-01 00:00:00.000 -0700,COMPRESS,,Y,N,N,2,2,"COMPRESS(VARCHAR, VARCHAR) RETURN BINARY, COMPRESS(BINARY, VARCHAR) RETURN BINARY",compressed data (return),,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CONCAT,,Y,N,Y,1,-1,"CONCAT(VARCHAR) RETURN VARCHAR, CONCAT(BINARY) RETURN BINARY","Returns concatenation of the input strings, or null if any one of them is null.",,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CONCAT_WS,,Y,N,Y,2,-1,"CONCAT_WS(VARCHAR, VARCHAR) RETURN VARCHAR, CONCAT_WS(BINARY, BINARY) RETURN BINARY","Returns concatenation of the input strings with separator, or null if any one of them is null.",,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CONDITIONAL_CHANGE_EVENT,,Y,N,N,1,1,CONDITIONAL_CHANGE_EVENT(ANY) RETURN NUMBER,Returns the event window number of this row in the window based on whether the argument expression on the current row differs from that on the previous row ,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CONDITIONAL_TRUE_EVENT,,Y,N,N,1,1,CONDITIONAL_TRUE_EVENT(BOOLEAN) RETURN NUMBER,Returns the event window number of this row in the window based on the result of the boolean argument expression ,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CONTAINS,,Y,N,N,2,2,"CONTAINS(VARCHAR, VARCHAR) RETURN BOOLEAN, CONTAINS(BINARY, BINARY) RETURN BOOLEAN",returns TRUE if arg1 constains arg2,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CONVERT_TIMEZONE,,Y,N,N,2,3,"CONVERT_TIMEZONE(VARCHAR, VARCHAR, TIMESTAMP_NTZ) RETURN TIMESTAMP_NTZ, CONVERT_TIMEZONE(VARCHAR, TIMESTAMP_TZ) RETURN TIMESTAMP_TZ",Returns the input timestamp converted from source timezone to a destination timezone,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CORR,,Y,Y,Y,2,2,"CORR(FLOAT, FLOAT) RETURN FLOAT",Returns the correlation coefficient for non-null pairs in a group.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COS,,Y,N,N,1,1,COS(FLOAT) RETURN FLOAT,Compute the cosine of the input expression (as radians).,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COSH,,Y,N,N,1,1,COSH(FLOAT) RETURN FLOAT,Compute the hyperbolic cosine of the input expression.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COT,,Y,N,N,1,1,COT(FLOAT) RETURN FLOAT,Compute the cotangent of the input expression (as radians).,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COUNT,,Y,Y,Y,1,-1,COUNT(ANY) RETURN NUMBER,Return number of non-null values of a given expression,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COUNT(*),,Y,Y,Y,0,0,COUNT(*)() RETURN NUMBER,Returns the total number of rows.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COUNT_IF,,Y,Y,N,1,1,"COUNT_IF(BOOLEAN) RETURN NUMBER, COUNT_IF(BOOLEAN) RETURN FLOAT",Returns a conditional count,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COUNT_INTERNAL,,Y,Y,N,2,-1,COUNT_INTERNAL(ANY) RETURN NUMBER,Return number of non-null values of a given expression,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COUNT_INTERNAL(*),,Y,Y,N,1,1,COUNT_INTERNAL(*)(NUMBER) RETURN NUMBER,Returns the total number of rows.,,N,N,,,,N,SQL,N,N
2024-04-22 13:48:15.631 -0700,COUNT_TOKENS,CORTEX,N,N,N,2,2,"COUNT_TOKENS(VARCHAR, VARCHAR) RETURN NUMBER",user-defined function,SNOWFLAKE,N,N,Y,,,N,EXTERNAL,N,N
2012-08-01 00:00:00.000 -0700,COVAR_POP,,Y,Y,Y,2,2,"COVAR_POP(FLOAT, FLOAT) RETURN FLOAT",Returns the population covariance for non-null pairs in a group.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,COVAR_SAMP,,Y,Y,Y,2,2,"COVAR_SAMP(FLOAT, FLOAT) RETURN FLOAT",Returns the sample covariance for non-null pairs in a group.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CUME_DIST,,Y,N,N,0,0,CUME_DIST() RETURN FLOAT,Returns the cumulative distribution of a row in the window,,N,Y,,,,N,SQL,N,N
2024-08-05 13:44:45.001 -0700,CUMULATIVE_PRIVACY_LOSSES,DATA_PRIVACY,N,N,N,1,1,"CUMULATIVE_PRIVACY_LOSSES(VARCHAR) RETURN TABLE (POLICY_DATABASE VARCHAR, POLICY_SCHEMA VARCHAR, POLICY_NAME VARCHAR, BUDGET_NAME VARCHAR, CONSUMER_ACCOUNT VARCHAR, BUDGET_SPENT FLOAT)",user-defined function,SNOWFLAKE,Y,N,Y,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_CLIENT,,Y,N,Y,0,0,CURRENT_CLIENT() RETURN VARCHAR,Returns the current client version.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_DATABASE,,Y,N,Y,0,0,CURRENT_DATABASE() RETURN VARCHAR,Returns the current database.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_DATE,,Y,N,Y,0,0,CURRENT_DATE() RETURN DATE,Returns the current date.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_IP_ADDRESS,,Y,N,Y,0,0,CURRENT_IP_ADDRESS() RETURN VARCHAR,Returns the Client Internet Protocol address (IP address) of the current request.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_ORGANIZATION_NAME,,Y,N,N,0,0,CURRENT_ORGANIZATION_NAME() RETURN VARCHAR,Returns the name of the organization the current account belongs to.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_REGION,,Y,N,Y,0,0,CURRENT_REGION() RETURN VARCHAR,Returns the current region name.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_ROLE,,Y,N,Y,0,0,CURRENT_ROLE() RETURN VARCHAR,Returns the currently active role name.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_ROLE_TYPE,,Y,N,Y,0,0,CURRENT_ROLE_TYPE() RETURN VARCHAR,Returns if the current role is of type account or database,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_SCHEMA,,Y,N,Y,0,0,CURRENT_SCHEMA() RETURN VARCHAR,Returns the current schema.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_SCHEMAS,,Y,N,N,0,0,CURRENT_SCHEMAS() RETURN VARCHAR,Returns active search path schemas,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_SECONDARY_ROLES,,Y,N,Y,0,0,CURRENT_SECONDARY_ROLES() RETURN VARCHAR,Returns the currently active secondary roles' names.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_SESSION,,Y,N,N,0,0,CURRENT_SESSION() RETURN VARCHAR,Returns the current session.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_STATEMENT,,Y,N,N,0,0,CURRENT_STATEMENT() RETURN VARCHAR,Returns the text of the currently executing statement.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_TEMPLATE_TEXT,,Y,N,N,0,0,CURRENT_TEMPLATE_TEXT() RETURN VARCHAR,Returns the currently active template text.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_TIME,,Y,N,Y,0,1,CURRENT_TIME(DEFAULT NUMBER) RETURN TIME,Returns the current time.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_TIMESTAMP,,Y,N,Y,0,1,CURRENT_TIMESTAMP(DEFAULT NUMBER) RETURN TIMESTAMP_LTZ,Returns the current timestamp.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_TRANSACTION,,Y,N,N,0,0,CURRENT_TRANSACTION() RETURN NUMBER,Returns the transaction id of an open transaction in the current session or scope.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_USER,,Y,N,Y,0,0,CURRENT_USER() RETURN VARCHAR,Returns the current user name.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_VERSION,,Y,N,N,0,0,CURRENT_VERSION() RETURN VARCHAR,Returns the current software version (major.minor.patch).,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,CURRENT_WAREHOUSE,,Y,N,Y,0,0,CURRENT_WAREHOUSE() RETURN VARCHAR,Returns the warehouse currently in use.,,N,N,,,,N,SQL,N,N
2023-10-23 08:24:28.581 -0700,DATA_METRIC_SCHEDULED_TIME,CORE,N,N,N,0,0,DATA_METRIC_SCHEDULED_TIME() RETURN TIMESTAMP_LTZ,user-defined function,SNOWFLAKE,N,N,Y,,,N,SQL,N,N
2024-10-29 09:45:31.601 -0700,DATA_QUALITY_MONITORING_RESULTS,LOCAL,N,N,N,2,2,"DATA_QUALITY_MONITORING_RESULTS(VARCHAR, VARCHAR) RETURN TABLE (SCHEDULED_TIME TIMESTAMP_LTZ, CHANGE_COMMIT_TIME TIMESTAMP_LTZ, MEASUREMENT_TIME TIMESTAMP_LTZ, TABLE_ID NUMBER, TABLE_NAME VARCHAR, TABLE_SCHEMA VARCHAR, TABLE_DATABASE VARCHAR, METRIC_ID NUMBER, METRIC_NAME VARCHAR, METRIC_SCHEMA VARCHAR, METRIC_DATABASE VARCHAR, METRIC_RETURN_TYPE VARCHAR, ARGUMENT_IDS ARRAY, ARGUMENT_TYPES ARRAY, ARGUMENT_NAMES ARRAY, REFERENCE_ID VARCHAR, VALUE VARIANT)",user-defined function,SNOWFLAKE,Y,N,N,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE,,Y,N,N,1,1,DATE(TIMESTAMP_LTZ) RETURN DATE,Converts the timestamp argument to a date,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE,,Y,N,N,1,1,DATE(TIMESTAMP_NTZ) RETURN DATE,Converts the timestamp argument to a date,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE,,Y,N,N,1,1,DATE(TIMESTAMP_TZ) RETURN DATE,Converts the timestamp argument to a date,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE,,Y,N,N,1,1,DATE(VARCHAR) RETURN DATE,Converts the string argument to a date,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE,,Y,N,N,2,2,"DATE(VARCHAR, VARCHAR) RETURN DATE",Converts the string argument to a date according to a format argument,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATEADD,,Y,N,N,3,3,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATEDIFF,,Y,N,N,3,3,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATEFROMPARTS,,Y,N,Y,3,3,"DATEFROMPARTS(NUMBER, NUMBER, NUMBER) RETURN DATE",Construct a date from individual components,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE_FROM_PARTS,,Y,N,Y,3,3,"DATE_FROM_PARTS(NUMBER, NUMBER, NUMBER) RETURN DATE",Construct a date from individual components,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE_PART,,Y,N,N,2,2,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DATE_TRUNC,,Y,N,N,2,2,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DAY,,Y,N,N,1,1,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DAYNAME,,Y,N,N,1,1,DAYNAME(DATE) RETURN VARCHAR,Day name,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DAYOFMONTH,,Y,N,N,1,1,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DAYOFWEEK,,Y,N,N,1,1,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DAYOFWEEKISO,,Y,N,N,1,1,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DAYOFYEAR,,Y,N,N,1,1,,,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DECODE,,Y,N,Y,3,-1,"DECODE(ANY, ANY, ANY) RETURN ANY",compare an expression to search values and returns the matching one,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DECOMPRESS_BINARY,,Y,N,N,2,2,"DECOMPRESS_BINARY(BINARY, VARCHAR) RETURN BINARY",decompressed binary (return),,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DECOMPRESS_STRING,,Y,N,N,2,2,"DECOMPRESS_STRING(BINARY, VARCHAR) RETURN VARCHAR",decompressed string (return),,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DECRYPT,,Y,N,N,2,4,"DECRYPT(BINARY, VARCHAR, DEFAULT BINARY, DEFAULT VARCHAR) RETURN BINARY, DECRYPT(BINARY, VARCHAR, DEFAULT VARCHAR, DEFAULT VARCHAR) RETURN BINARY",decrypted binary string (return),,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DECRYPT_RAW,,Y,N,N,2,6,"DECRYPT_RAW(BINARY, BINARY, DEFAULT BINARY, DEFAULT BINARY, DEFAULT VARCHAR, DEFAULT BINARY) RETURN BINARY",decrypted binary string (return),,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DEGREES,,Y,N,N,1,1,DEGREES(FLOAT) RETURN FLOAT,convert r (radians) to degrees.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DENSE_RANK,,Y,N,N,0,0,DENSE_RANK() RETURN NUMBER,Returns the dense rank of a row in the window,,N,Y,,,,N,SQL,N,N
2024-10-29 10:01:18.194 -0700,DISTANCE_TO_MC,LOCATIONS,N,N,N,1,1,DISTANCE_TO_MC(GEOGRAPHY) RETURN FLOAT,user-defined function,MELS_SMOOTHIE_CHALLENGE_DB,N,N,N,,,N,SQL,N,N
2024-10-29 09:40:15.348 -0700,DISTANCE_TO_MC,LOCATIONS,N,N,N,2,2,"DISTANCE_TO_MC(NUMBER, NUMBER) RETURN FLOAT",user-defined function,MELS_SMOOTHIE_CHALLENGE_DB,N,N,N,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DIV,,Y,N,N,2,-1,"DIV(NUMBER, NUMBER) RETURN NUMBER, DIV(FLOAT, FLOAT) RETURN FLOAT",Divides two numbers,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DIV0,,Y,N,N,2,-1,"DIV0(NUMBER, NUMBER) RETURN NUMBER, DIV0(FLOAT, FLOAT) RETURN FLOAT, DIV0(NUMBER, NUMBER, DEFAULT VARCHAR) RETURN NUMBER",Divides two numbers,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DIV0NULL,,Y,N,N,2,3,"DIV0NULL(NUMBER, NUMBER) RETURN NUMBER, DIV0NULL(FLOAT, FLOAT) RETURN FLOAT, DIV0NULL(NUMBER, NUMBER, DEFAULT VARCHAR) RETURN NUMBER",Divides two numbers; returns 0 if divisor is 0 or null,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DP_INTERVAL_HIGH,,Y,N,N,1,1,DP_INTERVAL_HIGH(ANY) RETURN ANY,Noise interval high value,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,DP_INTERVAL_LOW,,Y,N,N,1,1,DP_INTERVAL_LOW(ANY) RETURN ANY,Noise interval low value,,N,N,,,,N,SQL,N,N
2023-11-07 13:55:20.849 -0800,DUPLICATE_COUNT,CORE,N,N,N,1,1,DUPLICATE_COUNT(TABLE(FLOAT)) RETURN NUMBER,Count of column values that have duplicates. NULL is considered as a value.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2023-11-07 13:55:21.541 -0800,DUPLICATE_COUNT,CORE,N,N,N,1,1,DUPLICATE_COUNT(TABLE(NUMBER)) RETURN NUMBER,Count of column values that have duplicates. NULL is considered as a value.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2023-11-07 13:55:21.015 -0800,DUPLICATE_COUNT,CORE,N,N,N,1,1,DUPLICATE_COUNT(TABLE(TIMESTAMP_LTZ)) RETURN NUMBER,Count of column values that have duplicates. NULL is considered as a value.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2023-11-07 13:55:21.182 -0800,DUPLICATE_COUNT,CORE,N,N,N,1,1,DUPLICATE_COUNT(TABLE(TIMESTAMP_NTZ)) RETURN NUMBER,Count of column values that have duplicates. NULL is considered as a value.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2023-11-07 13:55:21.358 -0800,DUPLICATE_COUNT,CORE,N,N,N,1,1,DUPLICATE_COUNT(TABLE(TIMESTAMP_TZ)) RETURN NUMBER,Count of column values that have duplicates. NULL is considered as a value.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2023-11-07 13:55:20.643 -0800,DUPLICATE_COUNT,CORE,N,N,N,1,1,DUPLICATE_COUNT(TABLE(VARCHAR)) RETURN NUMBER,Count of column values that have duplicates. NULL is considered as a value.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
